No,Word,Frequency
9688,rapat!!!,1
9689,sampenyapas,1
9690,ginihaduuhparah,1
9691,padaha,1
9692,expnya,1
9693,produknya!,1
9694,amit�,1
9695,ngadi2,1
9696,saos,1
9697,gochujang,1
9698,gochugaru,1
9699,gaakan,1
9700,tidak enak,1
9701,iuhhhh,1
9702,tolong ,1
9703,"disini,aku",1
9704,rezeki,1
9705,sriusan,1
9706,apek,1
9707,cuankinya,1
9708,mlempem,1
9709,bocinyaa,1
9710,"bau,bumbunya",1
9711,"seger,terus",1
9712,berdebugituu,1
9713,ahhhhh,1
9714,rasaaaa,1
9715,bakso ,1
9716,asemmm,1
9717,dehmungkin,1
9718,pikir pikir,1
9719,basiii,1
9720,aja!!!,1
9721,jeruknya,1
9722,pilus,1
9723,"lakbannya,",1
9724,??karna,1
9725,penyok!??,1
9726,sopan!,1
9727,lusin,1
9728,parahlcd,1
9729,menyebalkan!!!!,1
9730,nih!!!,1
9731,"niat,",1
9732,75m,1
9733,"15m,",1
9734,bac00t,1
9735,lamban,1
9736,debat!,1
9737,mengeyel,1
9738,belanjanya,1
9739,100x150,1
9740,900gr,1
9741,600gr,1
9742,penurunan,1
9743,bgitunya,1
9744,judul!!!,1
9745,bulankacau,1
9746,"benalu,",1
9747,"nipu,ini",1
9748,kaco,1
9749,sinkron,1
9750,kw!!!,1
9751,"sampai,kembalikan",1
9752,saya!!!,1
9753,"b,",1
9754,katanua,1
9755,polllllll!!!,1
9756,"lapis,",1
9757,"selapis,",1
9758,visornya,1
9759,hisapan,1
9760,"lemah,",1
9761,bising,1
9762,judulnya,1
9763,machine,1
9764,otot,1
9765,nya!!,1
9766,pengirimankacaujadi,1
9767,rugibarang,1
9768,berat!,1
9769,lain!!,1
9770,"kopinya,",1
9771,jelekkkkk,1
9772,putuss,1
9773,butut,1
9774,konyol,1
9775,stabilo,1
9776,"keterangan,",1
9777,manjur,1
9778,global,1
9779,positioning,1
9780,adas,1
9781,bertele2,1
9782,"1,8",1
9783,mening,1
9784,semir,1
9785,"ban,",1
9786,pengriman,1
9787,1pcs,1
9788,"hitam,di",1
9789,karyawannya,1
9790,citra,1
9791,"jadinya,",1
9792,orlee,1
9793,",ditulis",1
9794,"black,",1
9795,*tidak,1
9796,amanah*,1
9797,pura-pura,1
9798,oon/gak,1
9799,"berbulu,",1
9800,reaksi,1
9801,(pesan,1
9802,juni),1
9803,lain??????????penjual,1
9804,jualannya!!!,1
9805,requestku,1
9806,summer,1
9807,linen??,1
9808,kapoooookkk,1
9809,lah!!!??!!,1
9810,buta,1
9811,disuru,1
9812,nnya,1
9813,jutek,1
9814,"bgt,,",1
9815,"debat,,",1
9816,samakan,1
9817,kura�,1
9818,ikan!!,1
9819,bangkrut,1
9820,tokonya?,1
9821,rejekinya!,1
9822,"membeli,",1
9823,"diretur,",1
9824,cerdiknya,1
9825,hariii,1
9826,guysuang,1
9827,hahasilahkan,1
9828,dikirimmaen,1
9829,expirenya,1
9830,"kapan,",1
9831,bulukan,1
9832,wiskas,1
9833,berengsek,1
9834,"lamaaaaaaaaaaa,",1
9835,"sopan,",1
9836,nongol!!!,1
9837,bangeeeettt,1
9838,duuhhhh,1
9839,jalanan,1
9840,pesakitan,1
9841,modelannya,1
9842,modelan,1
9843,kerjanya,1
9844,"sombong,",1
9845,"shok,",1
9846,lambatttt,1
9847,"day,",1
9848,bangunnya,1
9849,bee,1
9850,"ada,sdh",1
9851,dintoko,1
9852,tamyakan,1
9853,faktanya,1
9854,sense,1
9855,diikrim,1
9856,maksdya,1
9857,masdya,1
9858,hadeuuuh,1
9859,oricat,1
9860,sih??????,1
9861,"menyanggupi,",1
9862,"bayar,",1
9863,nyanggupin,1
9864,ngbodohin,1
9865,ngaret,1
9866,ingat ,1
9867,siapa siapa,1
9868,gaib,1
9869,"meo,",1
9870,jelly,1
9871,sukanya,1
9872,tuna�,1
9873,ya!!,1
9874,diapakan,1
9875,doank??,1
9876,buang??,1
9877,kosong??,1
9878,bilang!!!,1
9879,sembarangan�,1
9880,(lihat,1
9881,foto),1
9882,mungkin?,1
9883,berisi,1
9884,kilo,1
9885,dinilai,1
9886,gram,1
9887,innalillahi,1
9888,hafal,1
9889,200gr,1
9890,tagih,1
9891,paki,1
9892,nauzubillah,1
9893,rizki,1
9894,diterkam,1
9895,kucing2,1
9896,"gr,",1
9897,diskripsinya,1
9898,tau!!,1
9899,keluarganya,1
9900,edny,1
9901,1rb,1
9902,"marketplace,",1
9903,sejelek,1
9904,dimarahi,1
9905,"ganti,",1
9906,kebuang,1
9907,itu?,1
9908,kelalaiannya,1
9909,menyusahkan,1
9910,broken!!!!,1
9911,lamaaa!!!!,1
9912,broken,1
9913,apr,1
9914,pelayanannya!!!!,1
9915,sekali?,1
9916,bocir,1
9917,bocor!,1
9918,sampainya!!!,1
9919,becus,1
9920,ifillll,1
9921,lipatnya,1
9922,mana?,1
9923,qoq,1
9924,ada!!!,1
9925,????????????????????????????????????????????????????,1
9926,tulisan:,1
9927,pembohongan,1
9928,sesuai!!!,1
9929,tracking,1
9930,parcel,1
9931,dibatalan,1
9932,15menit,1
9933,diproses?,1
9934,kelakuan,1
9935,memuakkan,1
9936,notifikasi,1
9937,woi,1
9938,balikan,1
9939,permasalahan,1
9940,berbelitzaman,1
9941,wax,1
9942,bfungsi,1
9943,diamkan,1
9944,bunag2,1
9945,ngaruhnya,1
9946,samsek!!!,1
9947,kecabut,1
9948,terkecoh,1
9949,waxing,1
9950,lahhpelayanan,1
9951,-100,1
9952,sbgmn,1
9953,layaknya,1
9954,kesombongan,1
9955,"raja,",1
9956,consumer,1
9957,goods,1
9958,tata,1
9959,surya,1
9960,wonder,1
9961,valuasi,1
9962,perusahaan,1
9963,50%,1
9964,jeblok,1
9965,kmdn,1
9966,semoga!!!,1
9967,pepsodent,1
9968,paketnya!,1
9969,awal!!,1
9970,iritasi!!!,1
9971,recomment,1
9972,mirahan,1
9973,"careful,",1
9974,rancang?,1
9975,parfum2,1
9976,"batalkan,",1
9977,ngirim!!!,1
9978,prioritas,1
9979,loh?,1
9980,duet,1
9981,cuih!!!!,1
9982,foil,1
9983,dikuntal-kuntal,1
9984,"instruksinya,",1
9985,rakitnya,1
9986,ginana,1
9987,"bikinnya,",1
9988,"ngerti,",1
9989,bot!,1
9990,jelekkkk,1
9991,kuatlem,1
9992,service!!!!!!,1
9993,"ampuun,",1
9994,"orderan,",1
9995,tanggung jawab,1
9996,"bca/flazznya,",1
9997,notenya,1
9998,hadeeeeeeeeeeeeeeeeeeeeeeh,1
9999,negor,1
10000,olah,1
10001,duitnya,1
10002,dikritik,1
10003,"kedepannya,",1
10004,"rebu,",1
10005,minyak2nya,1
10006,tekukan,1
10007,tapenya????,1
10008,"procecor,",1
10009,kocak,1
10010,prosesor,1
10011,dicheckout,1
10012,dimari!!,1
10013,tudung,1
10014,"guna,",1
10015,tokopedia!!!!,1
10016,sekali!!!!order,1
10017,31,1
10018,"juli,",1
10019,"agustus,",1
10020,"telat,",1
10021,keterlaluan!!!,1
10022,stationary�,1
10023,benahi,1
10024,operasionalnya,1
10025,training,1
10026,customer!,1
10027,origami,1
10028,post,1
10029,grabsend,1
10030,parkir,1
10031,bgt!!!!!!,1
10032,terpantik,1
10033,barli,1
10034,minguu,1
10035,bis,1
10036,menyambar,1
10037,bocor),1
10038,garansi!,1
10039,"dijualnya,",1
10040,cuan,1
10041,pengambilan,1
10042,hancurdipakai,1
10043,ngebor,1
10044,nyakaya,1
10045,buang buang,1
10046,expetasibarang2,1
10047,kuatukuran,1
10048,kcl,1
10049,"quality,",1
10050,berbohong,1
10051,penyok�kualitas,1
10052,kurangbbrp,1
10053,"mur,ujung",1
10054,matanya,1
10055,padahalur,1
10056,pasangnya!!!,1
10057,airnya!!!,1
10058,"bagus,ga",1
10059,kuat2nya,1
10060,kacaw??,1
10061,"sepatu,",1
10062,ubu,1
10063,keciwa,1
10064,berkahnya,1
10065,sanngat,1
10066,reply,1
10067,spacenya,1
10068,gasal,1
10069,"bae,",1
10070,sowek!,1
10071,??????????????????????????????????,1
10072,kelanjutan,1
10073,prosedur,1
10074,"penggunaannya,",1
10075,"prosedur,",1
10076,menjengkelkan,1
10077,"apanya,",1
10078,"becek,",1
10079,"dikirim,tombol",1
10080,bagaimana?katanya,1
10081,30hari,1
10082,"warna,jenis",1
10083,"berbeda,komplain",1
10084,"ribet,padahal",1
10085,titipan,1
10086,"hancurrrr,",1
10087,direkondisi,1
10088,dual,1
10089,glass,1
10090,mono,1
10091,hddhh,1
10092,bocor!!,1
10093,bublrwrap,1
10094,terikat,1
10095,(botol,1
10096,kaca),1
10097,50pc,1
10098,25pc,1
10099,50pc??,1
10100,done,1
10101,"menthol,",1
10102,mentholnya,1
10103,strong,1
10104,overpower,1
10105,"mulut,",1
10106,tembakaunya,1
10107,digubris,1
10108,sih!,1
10109,aslan,1
10110,rescue,1
10111,santun,1
10112,diblngin,1
10113,ngengasss,1
10114,esktra,1
10115,sinicm,1
10116,penjualnyaseminggu,1
10117,bubblebikin,1
10118,paraaaaah,1
10119,percumaa,1
10120,adaaa,1
10121,dipakett,1
10122,bubblenya,1
10123,"kempes,",1
10124,yahgw,1
10125,8rb),1
10126,123rb),1
10127,kelamat,1
10128,!!!!!!!!!!!!!!!!!!!!!!!,1
10129,dong!!!!!!!!!!!!!!!,1
10130,pura pura,1
10131,barang+kasih,1
10132,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
10133,tanggepan,1
10134,!!!!!!!!!!!!,1
10135,gaak,1
10136,huh,1
10137,bubbel,1
10138,"mac,",1
10139,ketindih2,1
10140,banting2,1
10141,sedia,1
10142,payahhh,1
10143,dustnya,1
10144,manaaa?,1
10145,kardussss,1
10146,bekassssss,1
10147,payahgk,1
10148,bayar ,1
10149,ma'af,1
10150,hanger,1
10151,saya?,1
10152,"pabrik,",1
10153,potpula,1
10154,hijau?,1
10155,bangetoder,1
10156,"kamis,",1
10157,prosesbarang,1
10158,warnaorder,1
10159,"34�,",1
10160,"32�,",1
10161,hitamparah,1
10162,ungu!,1
10163,kesal ,1
10164,ketajaman,1
10165,covid,1
10166,ya???,1
10167,pmbritahuannya,1
10168,network,1
10169,"merah,chat",1
10170,1x24,1
10171,"jam,hmpir",1
10172,kulaporin,1
10173,stick-nya,1
10174,ghosting,1
10175,ngotak,1
10176,arbiter,1
10177,tidak berguna,1
10178,********,1
10179,matrass,1
10180,motipnya,1
10181,ramatnya,1
10182,",mantap",1
10183,",tobat",1
10184,",tidak",1
10185,anjir,1
10186,banget!!!!,1
10187,disinikecewaharga,1
10188,bahannyanyesal,1
10189,"mungkin,",1
10190,"selisihnya,",1
10191,sortir,1
10192,"disananya,",1
10193,menilap,1
10194,"pvc,bahanny",1
10195,dicutting,1
10196,",mending",1
10197,xiomi,1
10198,graphtec,1
10199,kage,1
10200,"doank,gak",1
10201,"doank,",1
10202,jerseynya,1
10203,sablonya,1
10204,jelekkk,1
10205,kalep,1
10206,deskrisi,1
10207,60,1
10208,xxxl,1
10209,dada,1
10210,52,1
10211,44,1
10212,lembu,1
10213,lecet/baret,1
10214,"jwban,",1
10215,smnjk,1
10216,delapanan,1
10217,"mlm,",1
10218,1630an),1
10219,kulkasnya,1
10220,pendinginan,1
10221,kompressornya,1
10222,suranya,1
10223,ganggu,1
10224,30-40,1
10225,berdesis,1
10226,speakernya,1
10227,terlampau,1
10228,kirim!,1
10229,"org,",1
10230,2dari,1
10231,"setengah,",1
10232,pac,1
10233,penyot2pesan,1
10234,lambatstatus,1
10235,dikirim-kirim,1
10236,payah!!!,1
10237,lamounya,1
10238,philips,1
10239,klaim�,1
10240,lebih baik,1
10241,"beli,saya",1
10242,sekali!!!penjual,1
10243,respon!!!!,1
10244,walkie,1
10245,talkie,1
10246,"bs,",1
10247,"dkirimnya,beli",1
10248,layak??????,1
10249,ilangg,1
10250,sangan,1
10251,bertahun,1
10252,nyanyi,1
10253,album,1
10254,"wakaka,",1
10255,malam ,1
10256,jilbabya,1
10257,salem,1
10258,membatalkan,1
10259,nikmati,1
10260,"dewasa,",1
10261,"nya,pendek,kaku!",1
10262,jarum,1
10263,"jahitannya,",1
10264,gaktau,1
10265,habis ,1
10266,kupilih,1
10267,persediaannya,1
10268,>,1
10269,russakkkkk,1
10270,sampaiganti2kurir,1
10271,jelaspenjual,1
10272,ngehek,1
10273,suranyaa,1
10274,"logika,",1
10275,0000,1
10276,herannya,1
10277,134,1
10278,keatasnya!,1
10279,dipake!!!,1
10280,modbo,1
10281,benaran,1
10282,horizontal,1
10283,"layar,",1
10284,"shadow,",1
10285,disalahkan,1
10286,jawab ,1
10287,kindlenya,1
10288,oktober,1
10289,message,1
10290,capek2,1
10291,"repot,",1
10292,lnja,1
10293,"dong,masa",1
10294,"sama,trus",1
10295,"mainan,",1
10296,makainya,1
10297,"sekli,",1
10298,"berpungsi,",1
10299,di luar,1
10300,"saya,,",1
10301,"mini,",1
10302,kontener,1
10303,"pasar,",1
10304,"tingkt,",1
10305,",itu",1
10306,"kelebihanya,",1
10307,lebarnya,1
10308,sejengkal,1
10309,",antar",1
10310,",,benar",1
10311,mahal??????????????????,1
10312,"apaan,",1
10313,#kecewa,1
10314,"kendalanya,",1
10315,molor,1
10316,lamaaaaaa!!!,1
10317,twin,1
10318,tepos,1
10319,dikurangin,1
10320,"enggak,",1
10321,sekalipengiriman,1
10322,kurangmasih,1
10323,konsumenmalas,1
10324,lagiwalaupun,1
10325,freepercuma,1
10326,teri,1
10327,mual,1
10328,"pecah,,,",1
10329,"nya,,,",1
10330,"uang,,,",1
10331,syrup,1
10332,hisap,1
10333,service!,1
10334,lambreta,1
10335,officialny,1
10336,layanannya,1
10337,samoe,1
10338,"diaksi,",1
10339,"macking,",1
10340,daftar,1
10341,tokocabang,1
10342,officiall,1
10343,store!????,1
10344,smprot,1
10345,teliti�,1
10346,mingguuuuu,1
10347,menyerahkan,1
10348,"asuransi,",1
10349,"screenshoot,",1
10350,diraba,1
10351,ribetnya,1
10352,seakan,1
10353,"penyok2,exp",1
10354,juli)ketawalah,1
10355,pt,1
10356,bayer,1
10357,nanti ,1
10358,menangisss??????,1
10359,"ngawur,asa",1
10360,msker,1
10361,kurang ,1
10362,pndemi,1
10363,mhalll,1
10364,memperhatikan,1
10365,pembelimalahan,1
10366,tertipis,1
10367,"peppermint,",1
10368,menghargai,1
10369,s3,1
10370,alibinya,1
10371,dicantumkan,1
10372,"abbot,",1
10373,semuaga,1
10374,cabangnya,1
10375,tanggla,1
10376,"25,bilang",1
10377,"souvenir,ternyata",1
10378,doankaaa,1
10379,csnya,1
10380,menyudahi,1
10381,diam,1
10382,dinomorsatukan,1
10383,jelektidak,1
10384,orderkonsumen,1
10385,"overload,",1
10386,munculkan,1
10387,stop,1
10388,orderanjangan,1
10389,sellersaya,1
10390,konsumentokopedia,1
10391,burukk,1
10392,penyokk,1
10393,blackmores,1
10394,"dikonsumsi,",1
10395,"kapsulnya,",1
10396,"dikeluarkan,",1
10397,dicongkel,1
10398,"garpu,",1
10399,garpunya,1
10400,untel2,1
10401,pelnya,1
10402,jemurannya,1
10403,innvoicenya,1
10404,mengancam,1
10405,mengecek,1
10406,"asal-asalan,",1
10407,"janji,",1
10408,wraping,1
10409,tokonya????????,1
10410,"ditembok,",1
10411,tempelannya,1
10412,putihparah,1
10413,"keburu,",1
10414,dicheck,1
10415,peser,1
10416,berkarat,1
10417,baliknya,1
10418,"gagang,",1
10419,memutuskan,1
10420,patahannya/,1
10421,serpihannya,1
10422,satuin,1
10423,gitu?,1
10424,5-7hari,1
10425,penanganannya,1
10426,rangka,1
10427,ditopang,1
10428,40kg,1
10429,10kg,1
10430,ambruk,1
10431,keberatan,1
10432,kmd,1
10433,effortnya,1
10434,kekurir,1
10435,mengirimbarang,1
10436,effort,1
10437,ditengah,1
10438,pandemi,1
10439,kebablasan,1
10440,"diluar,",1
10441,ngebaliknya,1
10442,"presisi,",1
10443,inggrisnya,1
10444,"lamaaaaaaaaaaaaa,",1
10445,",buku",1
10446,pengirimanmya,1
10447,peyot,1
10448,"chatt,",1
10449,pengaman,1
10450,beberpa,1
10451,well10,1
10452,terlama,1
10453,bungkusnyaok,1
10454,yogyakarta,1
10455,jidatnya,1
10456,"pcs,,tapi",1
10457,"banget,barang",1
10458,"jual,lain",1
10459,ya!!!!!!!!,1
10460,adi,1
10461,elektrik,1
10462,recomendded,1
10463,melorot2,1
10464,jujur!,1
10465,membujuk,1
10466,iming2,1
10467,"gift,",1
10468,membohongi,1
10469,bujukan,1
10470,kasusnya,1
10471,price!,1
10472,peniputipu,1
10473,karmanya,1
10474,"1,2liter",1
10475,liter,1
10476,anak-anak,1
10477,berbentuk,1
10478,driving,1
10479,centre,1
10480,�ozmo,1
10481,being,1
10482,installed,1
10483,carpet,1
10484,area�,1
10485,ozmo,1
10486,attach,1
10487,dikarnakan,1
10488,bergonta,1
10489,semalaman,1
10490,laporan,1
10491,menerus,1
10492,dsuru,1
10493,ongkosna,1
10494,reportna,1
10495,terganggu,1
10496,aivi,1
10497,"950,",1
10498,belinya~,1
10499,maaap,1
10500,segene,1
10501,ktdkpuasan,1
10502,consider,1
10503,series,1
10504,soale~,1
10505,"dicek,",1
10506,"duluan,",1
10507,"ditanggapi,",1
10508,"diapain,",1
10509,menyebalkan!!!,1
10510,teknik,1
10511,marketingnya,1
10512,dikirimmurah,1
10513,"emg,",1
10514,(pemakaian,1
10515,normal),1
10516,jelekpenguncinya,1
10517,bangetyg,1
10518,relnya,1
10519,beltnya,1
10520,honest,1
10521,tangkai,1
10522,kualiatas,1
10523,notes,1
10524,argumen,1
10525,dicatatan,1
10526,catatan?,1
10527,permintaanudh,1
10528,eehmalah,1
10529,approve,1
10530,paku,1
10531,rivert,1
10532,penahannya,1
10533,sebelahnya,1
10534,"penahannya,",1
10535,copotlah,1
10536,curangin,1
10537,amatd,1
10538,bu,1
10539,ditanggung,1
10540,prima,1
10541,tongue,1
10542,loncat,1
10543,yaampunnn,1
10544,mentang�,1
10545,penguna,1
10546,"amed,,",1
10547,dasternya,1
10548,bolong/sobek,1
10549,"ademnya,,mentang2",1
10550,"gretongan,,,haahaaa",1
10551,auhh,1
10552,pngguna,1
10553,loak????lucu,1
10554,rugigak,1
10555,smpet,1
10556,ksihkan,1
10557,nenek,1
10558,syaampunn,1
10559,dicharge,1
10560,packaginya,1
10561,jijik,1
10562,lihatnya,1
10563,same-day,1
10564,bando,1
10565,lavalier,1
10566,�warna,1
10567,biru�,1
10568,eeehh,1
10569,hitam??!!!,1
10570,alamakbusetpackingnya,1
10571,rapidi,1
10572,ajaharusnya,1
10573,selembaran,1
10574,huhuuu,1
10575,sebercanda,1
10576,lolosin,1
10577,menyambung,1
10578,10/2023,1
10579,pelayanansejak,1
10580,mengganti,1
10581,melalu,1
10582,berkenan,1
10583,(masih,1
10584,pagi),1
10585,penyedia,1
10586,pengirimanbarang,1
10587,setelat,1
10588,pesandari,1
10589,"dekat,",1
10590,kenalterus,1
10591,mggu,1
10592,diputuskan,1
10593,bangett!,1
10594,paa,1
10595,miss,1
10596,ckckckc,1
10597,perutnya,1
10598,gmpang,1
10599,choice,1
10600,datang!!!!,1
10601,pesananya,1
10602,hancur!!!!,1
10603,kado!!!,1
10604,tipis?,1
10605,wrap!!!!,1
10606,pengajuannya,1
10607,diwaro,1
10608,handling,1
10609,biki,1
10610,ya kali,1
10611,tidak3,1
10612,"dilakukan,",1
10613,kekeliruan,1
10614,pegawai negeri sipil,1
10615,panggul,1
10616,kesimpulannya,1
10617,at,1
10618,all!,1
10619,babakbelur,1
10620,barang barang,1
10621,"4,5kg",1
10622,satu kilogram,1
10623,laki,1
10624,"laki,seller",1
10625,kayanyamengecewakan,1
10626,"sekali,brg",1
10627,"strap,",1
10628,"solusi,",1
10629,strapnha,1
10630,"bak,",1
10631,akuin,1
10632,kusutt,1
10633,notr,1
10634,biruu,1
10635,rijek,1
10636,ginibener2,1
10637,open,1
10638,",masa",1
10639,tripot,1
10640,patah??,1
10641,bocel,1
10642,balikim,1
10643,balikin),1
10644,wrap???,1
10645,balikinnya,1
10646,plastik!!!,1
10647,"gagal,depan",1
10648,samasayangnya,1
10649,aduk,1
10650,kakenapa,1
10651,jelekbarang,1
10652,"keriput,",1
10653,rincian,1
10654,pendukung,1
10655,caranya?,1
10656,tinggiin,1
10657,gimn???,1
10658,travelling,1
10659,selayaknya,1
10660,berfungsi!,1
10661,oh,1
10662,katnya,1
10663,"qc,",1
10664,picking,1
10665,pelayanan!,1
10666,terbodoh,1
10667,"ancur,",1
10668,bodoh,1
10669,"fan,",1
10670,ready?,1
10671,selipkan,1
10672,klk,1
10673,berpikir,1
10674,gorrilapod,1
10675,gorillapod,1
10676,fuji,1
10677,xa-3,1
10678,"lubangnya,",1
10679,:((((,1
10680,baretnya,1
10681,gel2,1
10682,jorok,1
10683,10pc,1
10684,konsepnya,1
10685,pensilnya,1
10686,conform,1
10687,asal�,1
10688,",awalnya",1
10689,ketup,1
10690,",wrn",1
10691,oxidize,1
10692,(turun,1
10693,menggelap),1
10694,",makan",1
10695,sekali!!!,1
10696,"parahhh,",1
10697,urusannya,1
10698,ribet!,1
